SECURITY_CODE,SECURITY_NAME_ABBR,REPORT_DATE,PARENT_NETPROFIT,TOTAL_OPERATE_INCOME,TOTAL_OPERATE_COST,TOE_RATIO,TOI_RATIO,OPERATE_COST,OPERATE_EXPENSE,OPERATE_EXPENSE_RATIO,SALE_EXPENSE,MANAGE_EXPENSE,FINANCE_EXPENSE,OPERATE_PROFIT,TOTAL_PROFIT,INCOME_TAX,OPERATE_INCOME,INTEREST_NI,INTEREST_NI_RATIO
000651,格力电器,2022-06-30 00:00:00,11466479632.62,95806559360.19,82175238245.7,0.9015272796,4.1251544916,71897652593.12,71897652593.12,3.5411431744,4917781429.52,2487939427.37,-950578780.88,12690065224.71,12657410975.04,1830619852.43,,532387423.61,
000651,格力电器,2023-06-30 00:00:00,12673238816.55,99790091594.5,85208961464.03,3.6917729514,4.157890922,70709551519.55,70709551519.55,-1.65248938,8409936159.43,3012067048.47,-1614039498.39,14506599483.4,14496385935.57,2146263709.3,,456066132.75,
000651,格力电器,2022-03-31 00:00:00,4003315961.3,35534628960.89,31172539627.27,5.7783098202,6.0208883979,26918980493.81,26918980493.81,7.3213443909,1953502393.59,1238443496.63,-566053356.22,4181495783.3,4189374562.95,605838497.69,,256985040.27,
000651,格力电器,2023-03-31 00:00:00,4109253018.34,35692251272.93,31180864739.2,0.0267065566,0.4435738226,25734998177.34,25734998177.34,-4.3983178217,2606778887.74,1455797198.04,-553290749.45,4544725322.76,4542539591.15,638764976.84,,225424876.78,
000651,格力电器,2021-12-31 00:00:00,23063732372.62,189654033523.5,163521848332.24,11.8016450127,11.235723276,142251638589.87,142251638589.87,14.5075626647,11581735617.31,4051241003.05,-2260201997.18,26677365292.0,26803237498.57,3971343865.68,,1261821045.25,
000651,格力电器,2022-12-31 00:00:00,24506623782.46,190150672542.13,162107253847.61,-0.8650798037,0.2618657823,139784387882.78,139784387882.78,-1.7344269153,11285451112.27,5267999733.62,-2206764591.65,27284097086.18,27217384842.61,4206040489.5,,1080170905.12,
000651,格力电器,2021-09-30 00:00:00,15644776516.85,139548983973.32,121803849886.45,8.5337533442,9.4775530153,104799838442.59,104799838442.59,8.6287934566,9796095303.13,2956692279.53,-1780188588.31,18393510154.95,18486589062.57,2797239478.17,,904075260.17,
000651,格力电器,2022-09-30 00:00:00,18304124152.74,148343664696.65,126554142097.7,3.8999524364,6.3022176679,109820090729.7,109820090729.7,4.7903244525,8346734235.44,3982480528.56,-1555893661.7,20440025612.27,20395096232.7,2951925395.94,,786265769.29,
000651,格力电器,2021-06-30 00:00:00,9456819352.86,92010964908.47,81441025186.86,28.7574675636,30.3239594652,69438727822.43,69438727822.43,26.6494885989,6973971937.98,1973764071.66,-1196310467.77,10917169116.57,10975720718.14,1484904290.19,,589411574.41,
000651,格力电器,2020-12-31 00:00:00,22175108137.32,170497415702.41,146260681865.34,-14.3289478778,-14.9674167494,124229033680.92,124229033680.92,-13.4288663106,13043241798.27,3603782803.64,-1937504660.07,26043517837.7,26308937428.79,4029695233.52,,1991524564.63,
000651,格力电器,2021-03-31 00:00:00,3442899755.09,33516630069.67,29469689655.89,55.5640456054,60.3000682976,25082597172.62,25082597172.62,49.0481169406,2607456189.71,838504949.81,-693461526.55,3908970107.01,3963278177.21,510702313.8,,294195378.99,
000651,格力电器,2020-09-30 00:00:00,13698722043.15,127468124861.97,112226700112.51,-14.1366327799,-18.6423676585,96475193277.78,96475193277.78,-10.8978554924,10132883904.2,2509140088.53,-1505802184.24,16177355968.87,16443237205.9,2651469550.47,,1554175183.43,
