SECURITY_CODE,SECURITY_NAME_ABBR,REPORT_DATE,PARENT_NETPROFIT,TOTAL_OPERATE_INCOME,TOTAL_OPERATE_COST,TOE_RATIO,TOI_RATIO,OPERATE_COST,OPERATE_EXPENSE,OPERATE_EXPENSE_RATIO,SALE_EXPENSE,MANAGE_EXPENSE,FINANCE_EXPENSE,OPERATE_PROFIT,TOTAL_PROFIT,INCOME_TAX,OPERATE_INCOME,INTEREST_NI,INTEREST_NI_RATIO
000651,格力电器,2020-06-30 00:00:00,6362137377.64,70601726103.23,63251496575.65,-23.0143276857,-28.2072861354,54827483782.69,54827483782.69,-18.305140573,5251499766.51,1522385044.11,-1180757815.59,7581755754.57,7695742192.17,1270470387.0,,1081124059.92,
000651,格力电器,2019-12-31 00:00:00,24696641368.84,200508333611.34,170723573765.2,0.8243890789,0.2421388798,143499372581.36,143499372581.36,3.8089026457,18309812188.35,3795645600.08,-2426643429.91,29605107122.4,29352707228.7,4525463624.73,,2240891998.2,
000651,格力电器,2020-03-31 00:00:00,1558013539.01,20908681091.42,18943766563.28,-45.4857388878,-49.0108272302,16828523357.07,16828523357.07,-40.2062926984,906778619.71,643396348.9,-497507618.93,1825935290.33,1896173035.37,318319509.48,,502984083.06,
000651,格力电器,2019-09-30 00:00:00,22117496367.02,156676295995.05,130703819039.37,4.4845615017,4.416031726,108274827515.07,108274827515.07,4.2498013634,15163358843.16,2896173552.62,-1567343162.46,26319997829.55,26645694863.8,4428026909.03,,1548377190.66,
000651,格力电器,2019-06-30 00:00:00,13750194088.89,98341074327.32,82160088590.85,7.0372143867,6.8870213427,67112526011.11,67112526011.11,5.4248114537,10412729737.41,1866258932.25,-1117556655.79,16393986037.98,16413267901.73,2597558274.32,,992609177.35,
000651,格力电器,2018-12-31 00:00:00,26202787681.42,200023997743.87,169327655069.32,35.9975649569,33.3319527987,138234167710.13,138234167710.13,38.8410241199,18899578046.25,4365850083.19,-948201396.74,30996884691.88,31273507724.25,4894477907.19,,1853945877.53,
000651,格力电器,2019-03-31 00:00:00,5671869041.09,41006119447.79,34750111579.57,2.7309074265,2.4500640658,28144305005.54,28144305005.54,2.8900539048,4170807284.37,884263085.25,-22997950.63,6606519497.26,6611809758.39,914111682.78,,424817013.14,
000651,格力电器,2018-09-30 00:00:00,21118435752.02,150050038682.05,125093905894.67,33.9439313189,33.9414715028,103860943713.14,103860943713.14,36.4978302487,12896129767.19,2777048435.36,-696385433.92,24946935082.74,25162849406.23,3921842764.89,,1311003455.08,
000651,格力电器,2018-06-30 00:00:00,12806200463.35,92004691581.78,76758433094.14,30.0317203873,31.3964955526,63659137811.79,63659137811.79,35.1893948163,8030574146.17,1759932865.29,-315273048.37,15104297614.96,15304327149.24,2418987654.33,,997661929.35,
000651,格力电器,2018-03-31 00:00:00,5581624396.63,40025469795.17,34022261830.85,32.3605146354,33.2615856273,27353766411.25,27353766411.25,40.419866545,4350501611.93,789628299.67,-111580502.72,6333159414.05,6387866861.07,781291041.05,,441382175.88,
000651,格力电器,2017-12-31 00:00:00,22400484001.26,150019551611.75,124700268935.28,36.3073667858,36.2413274088,99562912753.17,99562912753.17,36.6015460531,16660268494.07,2454003340.08,431279988.49,26125705743.33,26615728682.32,4108221841.91,,1535915589.33,
000651,格力电器,2017-09-30 00:00:00,15460708932.03,112026571754.41,93574300472.86,34.1874317364,33.7299210705,76089812947.14,76089812947.14,40.1187341802,11865410965.3,1910072577.67,-277013002.54,18001155949.45,18262944144.72,2729922003.78,,1123464513.54,
000651,格力电器,2017-06-30 00:00:00,9452483299.68,70020658614.1,59276586202.48,42.4234455654,39.7860501062,47088854786.51,47088854786.51,48.8853936134,8534324179.54,2885516176.39,-191861526.82,11135106448.35,11187695504.63,1684326860.84,,814250370.25,
000651,格力电器,2016-12-31 00:00:00,15463625768.05,110113101850.23,91483546050.46,6.2631859539,9.4950530306,72885641217.0,72885641217.0,10.4037606512,16477265963.04,5485919007.51,-4845422380.26,17503625548.31,18573073429.84,3006619752.24,,1716264189.37,
000651,格力电器,2017-03-31 00:00:00,4014536499.66,30035264556.37,25704238098.92,20.3548624522,19.6719951424,19479983199.16,19479983199.16,18.4383043429,4440423064.52,1386308422.62,-68719543.61,4720003836.0,4742264510.21,705896166.28,,347217310.04,
000651,格力电器,2016-09-30 00:00:00,11229059260.85,83770760393.52,69734027443.55,-3.1466354479,0.1143059004,54303811258.57,54303811258.57,-1.8590411414,14067453021.93,4082608732.87,-3484545162.04,12908803513.86,13475868146.51,2172802794.08,,1259399303.89,
000651,格力电器,2016-06-30 00:00:00,6402469985.64,50091306364.92,41619963600.21,-8.3619670696,-2.9432835518,31627585247.74,31627585247.74,-12.2319488062,9433638098.96,2813910696.54,-2969987487.64,7268464405.29,7747232728.3,1300620113.83,,845168604.33,
000651,格力电器,2016-03-31 00:00:00,3159816132.99,25097989317.08,21357041647.68,-2.3484853092,0.0173647391,16447367519.51,16447367519.51,-0.9773678987,4429034624.25,1219544971.96,-1087219105.48,3622744937.43,3800625164.09,624228422.05,,410418087.28,
000651,格力电器,2015-12-31 00:00:00,12532442817.66,100564453646.56,86134609086.8,-30.1189987178,-28.171014851,66017353745.09,66017353745.09,-24.9991388626,15506341694.21,5048746635.48,-1928797250.18,13516176980.54,14909419462.03,2285686841.81,,2163863080.53,
000651,格力电器,2015-09-30 00:00:00,9952721455.33,83675114800.17,71999592131.95,-17.9008661969,-16.341031885,55332464538.9,55332464538.9,-12.7806928753,13373420047.25,3597077658.06,-1393758064.17,11477487498.76,11950785138.96,1927649997.37,,1604805641.4,
000651,格力电器,2015-06-30 00:00:00,5720753670.87,51610345165.17,45417783718.5,-11.2338809128,-12.4211992206,36035419287.01,36035419287.01,-6.770022826,6341487172.08,2358797380.44,-239477195.07,6589347501.57,6823297785.54,1055369151.15,,1077873495.44,
000651,格力电器,2015-03-31 00:00:00,2775358656.61,25093631873.37,21870671146.58,2.7376418658,0.3338143007,16609705448.63,16609705448.63,3.5992411462,3820858358.26,1189523439.35,-219586313.18,3313533613.11,3354475535.83,564570482.49,,391070131.78,
000651,格力电器,2014-12-31 00:00:00,14155167229.36,140005393975.58,123258979560.09,12.5770341709,16.6293014409,88022127671.48,88022127671.48,9.4994073164,28889995658.43,4818168572.74,-942244684.38,16089227281.02,16752430685.78,2499475873.82,,1544286966.53,
000651,格力电器,2014-09-30 00:00:00,9827546713.86,100019300602.84,87698357822.66,8.2574030874,12.6858681957,63440614656.3,63440614656.3,2.6316044253,20153196717.09,3739011202.3,-893089582.06,11713826333.26,11930710027.22,2025433466.61,,1113884434.6,
000651,格力电器,2014-06-30 00:00:00,5718152909.97,58930180255.83,51165674680.33,3.5473783462,10.1718069287,38652180746.29,38652180746.29,0.9359693413,9893560081.62,2340121403.32,-671624638.22,6807483101.33,6982152868.94,1209240236.72,,726821918.15,
000651,格力电器,2014-03-31 00:00:00,2254662950.95,25010144434.62,21287885091.96,1.1284945554,12.188048413,16032651653.49,16032651653.49,3.0922080198,4234040988.22,1068951921.28,-400586448.21,2832153854.17,2884579063.36,609395821.85,,246468058.62,
000651,格力电器,2013-12-31 00:00:00,10870068311.47,120043070005.5,109488565290.3,18.6087086845,19.9110373433,80385939822.61,80385939822.61,9.8122410286,22508931701.7,5086262055.73,-133358976.73,12262405567.93,12891319414.32,1956168768.13,,-491963953.22,
000651,格力电器,2013-09-30 00:00:00,7578696167.3,88759400095.42,81009118287.52,13.2939832746,15.0261222949,61813916884.13,61813916884.13,7.3421122727,14825389224.8,3452576032.82,-134901911.15,8852391976.81,9250422362.77,1613300326.5,,635587493.35,
000651,格力电器,2013-06-30 00:00:00,4015343809.77,53489347137.58,49412825543.55,9.7807248643,10.736397405,38293762866.25,38293762866.25,3.5887539506,8446583764.77,2041675882.89,-58564927.59,4711539302.49,4982301659.2,937158674.62,,397845156.75,
000651,格力电器,2013-03-31 00:00:00,1335195414.09,22293055979.14,21050333227.6,12.3257432646,10.9763893601,15551758917.04,15551758917.04,0.39991631,4482447030.82,892155762.4,-98039995.18,1482966861.4,1596509451.98,252478693.86,,118516769.55,
000651,格力电器,2012-12-31 00:00:00,7379666345.09,100110108848.26,92310191516.72,16.8358090376,19.8675793204,73203077425.32,73203077425.32,7.4428367242,14626228488.1,4055809619.26,-461347589.66,8026307883.07,8762709272.27,1316781289.57,,563088528.25,
000651,格力电器,2012-09-30 00:00:00,5332178752.11,77164559079.8,71503460242.14,16.9152680249,20.4292243337,57585895763.91,57585895763.91,9.2234768145,11099387914.32,2577156223.8,-305847507.62,5675910233.77,6371177192.3,986843609.36,,450454670.56,
000651,格力电器,2012-06-30 00:00:00,2871139747.74,48303311640.12,45010474839.4,16.3309683828,20.0404237308,36967104445.05,36967104445.05,9.2158180639,6058138901.41,1661649490.97,-73332097.55,3263526873.81,3412504975.16,510408304.26,,324261154.28,
000651,格力电器,2011-12-31 00:00:00,5236938608.43,83517252467.96,79008475464.06,35.7725005666,37.3475413439,68132115324.93,68132115324.93,43.7107859507,8050408236.13,2783266091.12,-452707594.56,4542306424.2,6328560425.48,1031219882.41,,343880890.52,
000651,格力电器,2012-03-31 00:00:00,1173642861.06,20088107125.92,18740435287.41,12.4853067978,16.2904602337,15489812629.95,15489812629.95,7.7098993525,2428420603.22,774099188.66,-79848054.55,1354764974.54,1449320751.46,257813832.1,,100430919.37,
000651,格力电器,2011-09-30 00:00:00,3772549848.32,64074612708.61,61158359767.77,43.3535513894,44.648542235,52723001907.08,52723001907.08,50.0113022791,6371773537.68,1791317777.88,-242872484.3,2954120353.64,4658736839.16,852264911.09,,265680075.91,
000651,格力电器,2011-06-30 00:00:00,2207523014.15,40239204543.66,38691739151.77,58.1913700476,60.028219187,33847756763.07,33847756763.07,61.9707615985,3606784619.52,1059361569.77,-192205523.0,1544765743.08,2697177119.98,470949048.66,,161605906.02,
000651,格力电器,2011-03-31 00:00:00,934723831.59,17274079993.8,16660340644.4,68.7189469934,68.913886445,14381048281.61,14381048281.61,80.1046660813,1684445930.2,480906101.11,-98835917.13,605300797.51,1109281908.39,167941601.18,,56688151.67,
