SECURITY_CODE,SECURITY_NAME_ABBR,REPORT_DATE,PARENT_NETPROFIT,TOTAL_OPERATE_INCOME,TOTAL_OPERATE_COST,TOE_RATIO,TOI_RATIO,OPERATE_COST,OPERATE_EXPENSE,OPERATE_EXPENSE_RATIO,SALE_EXPENSE,MANAGE_EXPENSE,FINANCE_EXPENSE,OPERATE_PROFIT,TOTAL_PROFIT,INCOME_TAX,OPERATE_INCOME,INTEREST_NI,INTEREST_NI_RATIO
000333,美的集团,2017-06-30 00:00:00,10811322000.0,124963616000.0,113963618000.0,70.5572055415,60.1943279414,93051081000.0,93051081000.0,69.5964889834,12404770000.0,6832958000.0,346614000.0,13780255000.0,13607124000.0,2059053000.0,,347883000.0,
000333,美的集团,2017-03-31 00:00:00,4352587000.0,59988619000.0,55281140000.0,63.1441671261,55.4129391465,44782859000.0,44782859000.0,66.4407421817,6820223000.0,3178001000.0,-183364000.0,5509292000.0,5589833000.0,903968000.0,,139370000.0,
000333,美的集团,2016-12-31 00:00:00,14684357000.0,159841701000.0,143809063000.0,13.662270182,14.7075708574,115615437000.0,115615437000.0,12.6166602986,17678451000.0,9620777000.0,-1005979000.0,17324101000.0,18914603000.0,3052691000.0,,349807000.0,
000333,美的集团,2016-09-30 00:00:00,12807993000.0,117077949000.0,102498007000.0,1.9041078215,4.5022944181,83828027000.0,83828027000.0,2.0892994402,12341424000.0,5981080000.0,-913165000.0,15275326000.0,16340190000.0,2588202000.0,,307757000.0,
000333,美的集团,2016-06-30 00:00:00,9496493000.0,78007516000.0,66818413000.0,-9.254074269,-5.8733633649,54866160000.0,54866160000.0,-8.371472251,8185178000.0,3690059000.0,-905261000.0,11378096000.0,12177569000.0,1946671000.0,,218258000.0,
000333,美的集团,2016-03-31 00:00:00,3907252000.0,38599501000.0,33884840000.0,-12.8449908499,-9.3364147763,26906188000.0,26906188000.0,-13.3221081748,4977071000.0,1662776000.0,-282083000.0,4729228000.0,5000398000.0,833631000.0,,122905000.0,
000333,美的集团,2015-12-31 00:00:00,12706725000.0,139347124000.0,126523131000.0,-2.4635319809,-2.0826525618,102662818000.0,102662818000.0,-2.8455350951,14799769000.0,7441755000.0,138932000.0,14916873000.0,16051354000.0,2426699000.0,,338647000.0,
000333,美的集团,2015-09-30 00:00:00,11012103000.0,112033855000.0,100582802000.0,2.179484884,2.2309890402,82112452000.0,82112452000.0,0.7743754834,11598555000.0,5496106000.0,100875000.0,13090639000.0,14130498000.0,2301994000.0,,208073000.0,
000333,美的集团,2015-06-30 00:00:00,8324123000.0,82875070000.0,73632411000.0,6.6853783647,6.6490419663,59878906000.0,59878906000.0,4.4218303237,8986099000.0,3604757000.0,-778000.0,10206400000.0,10756575000.0,1808007000.0,,46761000.0,
000333,美的集团,2015-03-31 00:00:00,3342135000.0,42574426000.0,38878821000.0,12.3144209664,10.4874836349,31041581000.0,31041581000.0,8.1967467514,5363077000.0,1607662000.0,195783000.0,4376976000.0,4427627000.0,776837000.0,,47822000.0,
000333,美的集团,2014-12-31 00:00:00,10502220000.0,142310967000.0,129718795000.0,14.3040138682,17.3551773036,105669686000.0,105669686000.0,13.846036554,14733917000.0,7498256000.0,251327000.0,13450503000.0,13990684000.0,2344356000.0,,227998000.0,
000333,美的集团,2014-09-30 00:00:00,8952956270.0,109588937730.0,98437374160.0,12.8545499465,16.6825571434,81481479400.0,81481479400.0,13.2951624565,10761772360.0,5083442380.0,-11698640.0,11392314040.0,11875082150.0,2035610940.0,,260185170.0,
000333,美的集团,2014-06-30 00:00:00,6610132760.0,77708218360.0,69018279270.0,12.5887529215,17.6552178402,57343283310.0,57343283310.0,12.8392443204,7623680060.0,3349324400.0,-288553700.0,8328032500.0,8748343540.0,1530715470.0,,185304790.0,
000333,美的集团,2014-03-31 00:00:00,2538849110.0,38533256410.0,34616054150.0,16.9184711493,21.8882861861,28689939330.0,28689939330.0,18.282546922,3710417810.0,1621891070.0,-44139270.0,3414057810.0,3455045320.0,594390320.0,,113587700.0,
000333,美的集团,2013-12-31 00:00:00,5317458060.0,121265180020.0,113485774130.0,17.8945173703,18.0621278449,92818063060.0,92818063060.0,16.8271734979,12432343860.0,6733456280.0,564220530.0,9323650810.0,10011772000.0,1714275570.0,,-203826840.0,
000333,美的集团,2013-09-30 00:00:00,4018034390.0,93920582830.0,87224993770.0,13.9757860546,14.5052436084,71919645670.0,71919645670.0,12.7228297563,9064801580.0,4764709770.0,631080060.0,7727934500.0,8171765420.0,1417018120.0,,32993660.0,
000333,美的集团,2013-06-30 00:00:00,2646834610.0,66047405110.0,61301220130.0,13.3514376262,13.9366919485,50818563750.0,50818563750.0,11.9098234973,6134252630.0,3157978590.0,581588600.0,5514980480.0,5721893640.0,980052690.0,,28061760.0,
000333,美的集团,2013-03-31 00:00:00,1021535360.0,31613584550.0,29607002050.0,19.7473690676,20.1010530608,24255429120.0,24255429120.0,16.6827034756,3142124490.0,1625220920.0,238935190.0,2266422540.0,2348257700.0,403123400.0,,33595050.0,
000333,美的集团,2012-12-31 00:00:00,3259290950.0,102713022570.0,96260434040.0,-24.5011513146,-23.4148763192,79449035940.0,79449035940.0,-26.720210271,9389868490.0,5925780780.0,807047800.0,7004859570.0,7709510950.0,1568621320.0,,54427230.0,
000333,美的集团,2012-09-30 00:00:00,2557822680.0,81899147720.0,76405026510.0,-27.7839824875,-25.7768615349,63802200340.0,63802200340.0,-29.2891105824,7606679650.0,3684462720.0,694156040.0,5712959760.0,6226853710.0,1240058480.0,,159601030.0,
000333,美的集团,2012-06-30 00:00:00,1741216450.0,57932727220.0,54044703140.0,-32.2188627845,-30.3070129499,45410279600.0,45410279600.0,-33.941587176,5053074090.0,2535395990.0,496122460.0,4034501730.0,4248492950.0,880234950.0,,105697290.0,
000333,美的集团,2010-12-31 00:00:00,3705968984.74,103847954820.99,98860652682.15,53.1135757289,60.9014755233,85158517360.89,85158517360.89,60.5027700487,8650948626.79,3925081981.58,777675172.92,5509166009.37,7842230452.17,1435951841.51,,0.0,
000333,美的集团,2012-03-31 00:00:00,620225270.0,26310466790.0,24712497160.0,-36.4871917329,-33.9446318052,20787510400.0,20787510400.0,-37.0921631284,2235655030.0,1406476350.0,73694660.0,1678379650.0,1735206700.0,345943660.0,,30583250.0,
000333,美的集团,2011-12-31 00:00:00,3449100420.0,134116154200.0,127499207890.0,28.9686082692,29.1477568732,108418755340.0,108418755340.0,27.3140476137,10921139430.0,5907354620.0,1449066210.0,7463659660.0,8218939710.0,1577560240.0,,71654940.0,
000333,美的集团,2011-09-30 00:00:00,2006490573.9,110400551896.05,105800664647.19,35.1796717935,35.9210256224,90229667404.08,90229667404.08,33.9727854511,10170417316.96,3504656953.32,986693440.6,5107598455.84,5675069735.45,1246565590.5,,,
000333,美的集团,2011-06-30 00:00:00,1548976037.54,83125619480.67,79734134539.81,55.3923960795,54.6247709055,68742613784.87,68742613784.87,56.8409527281,7272815246.67,2381078053.73,589464218.1,3665453847.63,4062125585.41,836227909.98,,,
