SECURITY_CODE,SECURITY_NAME_ABBR,REPORT_DATE,TOTAL_ASSETS,FIXED_ASSET,MONETARYFUNDS,MONETARYFUNDS_RATIO,ACCOUNTS_RECE,ACCOUNTS_RECE_RATIO,INVENTORY,INVENTORY_RATIO,TOTAL_LIABILITIES,ACCOUNTS_PAYABLE,ACCOUNTS_PAYABLE_RATIO,ADVANCE_RECEIVABLES,ADVANCE_RECEIVABLES_RATIO,TOTAL_EQUITY,TOTAL_EQUITY_RATIO,TOTAL_ASSETS_RATIO,TOTAL_LIAB_RATIO,CURRENT_RATIO,DEBT_ASSET_RATIO
000858,五粮液,2017-03-31 00:00:00,67866616071.06,5357774717.21,36444229729.18,34.8736353082,153556780.75,5.1376260981,9364037239.77,4.8628717105,15921551776.37,3040708704.78,93.4746716092,6237059999.73,-8.633822839,51945064294.69,9.6963768015,11.2854339807,16.8058356274,384.9722194851,23.4600643116
000858,五粮液,2015-12-31 00:00:00,52546634940.51,5347549946.88,26374190180.51,17.8360494396,106953033.25,-13.0093581753,8700851179.53,7.5309064381,8201473977.96,1058247050.29,63.5512532867,1993934055.91,132.3631905419,44345160962.55,9.947369435,13.2254118691,34.9861285339,559.7333779854,15.6079908585
000858,五粮液,2016-09-30 00:00:00,60345095213.04,5075825005.04,33661137100.45,32.6885909134,127688546.06,5.5529602638,9442953679.82,10.6923716544,13899386002.7,1534554612.89,73.5753929156,6723035776.49,924.3821625697,46445709210.34,8.7421349071,25.0230023329,150.1956405331,386.695433298,23.0331660819
000858,五粮液,2016-06-30 00:00:00,59962925308.85,5178721783.99,30573225873.51,33.7850234434,124322436.6,-12.6673658801,9355869460.91,9.975720326,14627860844.53,1608905206.84,65.0312827021,4416995952.94,610.3217377528,45335064464.32,9.6748493861,26.5298422063,141.6046363384,362.3654323532,24.3948419281
000858,五粮液,2016-03-31 00:00:00,60984275878.23,5243340408.95,27021018337.57,11.5791325663,146053117.66,-31.9977161565,8929792868.56,8.1921053753,13630784533.03,1571631407.61,36.7201369826,6826442994.04,777.0236020057,47353491345.2,11.0880128366,25.3130080764,125.729232663,396.5113782714,22.3513099676
000858,五粮液,2014-12-31 00:00:00,46408870652.85,5676482317.65,22382106584.48,-13.1247280479,122947745.88,62.9023549229,8091488733.56,17.5134366048,6075790206.77,647043070.0,10.7973244213,858110981.89,4.0480812228,40333080446.08,8.9515395397,5.1651806708,-14.548463066,649.7968888147,13.0918725694
000858,五粮液,2015-09-30 00:00:00,48267194105.9,5447067768.53,25368524052.24,21.867622339,120971070.58,-7.0482415336,8530807984.95,13.2685109874,5555406949.97,884085345.92,19.2801288262,656301527.12,-54.1093330088,42711787155.93,9.4106201987,8.0836993896,-1.1348118215,754.6474948371,11.5096952555
000858,五粮液,2015-06-30 00:00:00,47390342280.75,5569494294.88,22852502534.74,14.0063665985,142355074.77,7.0362453283,8507213622.4,16.2729083859,6054461978.14,974909229.63,-1.1679553595,621830322.54,-47.7125758823,41335880302.61,8.2474893864,6.0226449244,-7.0241441723,674.3062099099,12.7757295828
000858,五粮液,2015-03-31 00:00:00,48665558998.51,5561162652.89,24216910201.84,6.3224433567,214776783.08,126.8398445024,8253645529.48,16.6105915853,6038555295.75,1149524453.6,24.4130658832,778364798.67,-50.3134906183,42627003702.76,7.2247078868,2.8493310787,-20.1513183231,693.5114825092,12.4082727498
000858,五粮液,2013-12-31 00:00:00,44129502138.3,5882125515.16,25763495274.95,-7.4770121603,75473277.19,-6.8198040834,6885585995.39,3.0772683774,7110217586.21,583987991.93,-20.0597844633,824725426.75,-87.2480037845,37019284552.09,17.4429798934,-2.4711434649,-48.2010446069,524.5533585778,16.1121636132
000858,五粮液,2014-09-30 00:00:00,44657237287.85,5714480502.48,20816459339.53,-15.2962672391,130143929.04,1.8407736765,7531491241.99,7.7749181601,5619174000.8,741184097.15,-23.0173088089,1430141617.35,9.2045051941,39038063287.05,8.6314173103,1.7596797255,-29.3074212162,662.7347675882,12.5828966189
000858,五粮液,2014-06-30 00:00:00,44698321112.94,5618349275.94,20044935398.4,-22.1738934958,132997074.34,9.0105523875,7316591405.94,6.1822039296,6511864746.22,986430295.13,69.8012621674,1189254075.97,-64.8820028428,38186456366.72,10.7108800147,-0.7895881498,-38.346342293,574.6007078338,14.5684772584
000858,五粮液,2014-03-31 00:00:00,47317331564.63,5746016698.66,22776856360.03,-20.9299107744,94682124.1,-30.9574210509,7077955284.57,4.819993188,7562498426.94,923957982.58,29.6387925156,1566551581.82,-59.4516483415,39754833137.69,12.699313814,1.7544467244,-32.6362048612,527.8858037107,15.9825124893
000858,五粮液,2012-12-31 00:00:00,45247636141.84,5497236500.98,27845507237.17,29.2083243294,80997122.24,7.1104592443,6680023737.32,20.654217322,13726565588.54,730530919.9,211.503463722,6467422141.71,-28.5144394144,31521070553.3,34.437194532,22.6029137569,1.9868528788,277.47420199,30.3365363563
000858,五粮液,2013-09-30 00:00:00,43885001808.5,5496333315.82,24575610378.69,-4.6258430401,127791575.36,-8.4085956131,6988166978.52,10.1053912764,7948746668.28,962793175.56,183.3154248481,1309599466.44,-79.8852639976,35936255140.22,21.3183821463,4.8095775043,-35.1108546693,464.8059218729,18.1126725321
000858,五粮液,2013-06-30 00:00:00,45054062652.63,5636878064.68,25756055774.56,11.0603501676,122003853.23,9.4503204404,6890600435.07,13.3165470992,10562008789.76,580932251.35,63.4202800421,3386451882.91,-54.7255958858,34492053862.87,28.946109069,13.5822639644,-18.233355573,359.3653268944,23.442966445
000858,五粮液,2013-03-31 00:00:00,46501487736.25,5760836594.45,28805906991.02,25.8825251928,137135845.07,50.1995997009,6752485923.06,18.3072038545,11226354470.32,712717208.06,170.7353212567,3863416187.7,-50.4072587671,35275133265.93,32.7233141651,19.6567343514,-8.6133635884,350.9677297532,24.141925381
000858,五粮液,2011-12-31 00:00:00,36905840779.24,5905055195.5,21550861665.98,52.4703680695,75620180.15,-15.3271429831,5536502482.54,22.6306543992,13459152038.79,234517751.8,50.8778798048,9047172727.93,27.2885349148,23446688740.45,27.6628504286,28.7106216657,30.5775788837,221.58391187,36.4688942309
000858,五粮液,2012-09-30 00:00:00,41871175185.97,5477857707.71,25767578096.67,35.4020703273,139523546.14,29.6531559674,6346798188.09,30.5813979654,12249732413.29,339830835.57,33.6265626121,6510647051.4,-17.5777759181,29621442772.68,33.2583791673,25.6794876728,10.4847530946,285.2370223985,29.2557645179
000858,五粮液,2012-06-30 00:00:00,39666459427.83,5608943204.56,23191044991.02,27.3423959817,111469617.21,23.6091019182,6080842217.19,25.7661354352,12917258453.95,355483573.52,62.3606475193,7479837557.59,-9.2425674997,26749200973.88,29.1102445346,22.4303975086,10.5827120776,252.5032227027,32.5646872453
000858,五粮液,2012-03-31 00:00:00,38862407526.26,5775442018.75,22883165830.13,41.3356004531,91302403.83,-32.6988119881,5707586438.58,25.4134872177,12284459644.36,263252391.58,-19.3140205101,7790285617.72,1.7064328205,26577947881.9,29.2378830671,25.3002901431,17.5514892234,258.9660591189,31.6101354144
000858,五粮液,2010-12-31 00:00:00,28673500525.16,6373457302.86,14134459002.65,87.3704885659,89308643.66,-13.089414897,4514778551.63,29.8527512126,10307398983.69,155435476.76,-34.9839670628,7107610071.86,62.4125797898,18366101541.47,25.9637819387,37.5287832149,64.4282981945,207.7081777912,35.9474734333
000858,五粮液,2011-09-30 00:00:00,33315838536.02,6066038876.13,19030416620.94,65.8700956462,107612919.33,12.9703750988,4860415255.91,21.1407055898,11087260522.55,254313834.71,-2.891975086,7899140218.46,49.9223658536,22228578013.47,26.8823689839,34.9537942017,54.6814047142,236.3267057516,33.2792479786
