SECURITY_CODE,SECURITY_NAME_ABBR,REPORT_DATE,TOTAL_ASSETS,FIXED_ASSET,MONETARYFUNDS,MONETARYFUNDS_YOY,ACCOUNTS_RECE,ACCOUNTS_RECE_YOY,INVENTORY,INVENTORY_YOY,TOTAL_LIABILITIES,ACCOUNTS_PAYABLE,ACCOUNTS_PAYABLE_YOY,ADVANCE_RECEIVABLES,ADVANCE_RECEIVABLES_YOY,TOTAL_EQUITY,TOTAL_EQUITY_YOY,TOTAL_ASSETS_YOY,TOTAL_LIAB_YOY,CURRENT_RATIO,DEBT_ASSET_RATIO,PARENT_NETPROFIT,TOTAL_REVENUE,TOTAL_OPERATE_COST,TOTAL_EXPENSE_YOY,TOI_RATIO,OPERATE_COST,OPERATE_EXPENSE,OPERATE_EXPENSE_YOY,SALE_EXPENSE,MANAGE_EXPENSE,FINANCE_EXPENSE,OPERATE_PROFIT,TOTAL_PROFIT,INCOME_TAX,OPERATE_INCOME,INTEREST_NI,INTEREST_NI_RATIO,NETCASH_OPERATE,NETCASH_OPERATE_YOY,SALES_SERVICES,SALES_SERVICES_YOY,PAY_STAFF_CASH,PAY_STAFF_CASH_YOY,NETCASH_INVEST,NETCASH_INVEST_YOY,RECEIVE_INVEST_INCOME,RECEIVE_INVEST_INCOME_YOY,CONSTRUCT_LONG_ASSET,CONSTRUCT_LONG_ASSET_YOY,NETCASH_FINANCE,NETCASH_FINANCE_YOY,BASIC_EPS,DEDUCT_BASIC_EPS,WEIGHTAVG_ROE,OPERATE_INCOME_YOY,NETPROFIT_YOY,BOOK_VALUE_PER_SHARE,NETCASH_OPERATE_PER_SHARE,GROSS_MARGIN,OPERATE_INCOME_MOM,NETPROFIT_MOM,QDATE
651,格力电器,2022-12-31 00:00:00,355024758878.82,33817019391.36,157484332251.39,34.6718630081,14824742623.45,7.1082365005,38314176763.9,-10.4088840988,253148710864.63,32856071488.87,-8.4153638235,,,101876048014.19,-5.6051682777,11.0847235361,19.5943888183,117.9173430378,71.304523004,24506623782.46,190150672542.13,162107253847.61,-0.8650798037,0.2618657823,139784387882.78,139784387882.78,-1.7344269153,11285451112.27,5267999733.62,-2206764591.65,27284097086.18,27217384842.61,4206040489.5,,1080170905.12,,28668435921.27,1590.1175993154,191722692750.88,10634.0516367381,10236422672.26,567.7713248777,-37056832791.41,-2055.3867032833,96017802.71,5.3257037934,6036136315.75,334.7991014892,9922792313.11,550.375567567,4.43,4.33,24.19,0.2618657823,6.26,17.181986051509,5.09081342027,26.035460021,-20.4238,-9.2889,2022Q4
651,格力电器,2023-06-30 00:00:00,398564974815.2,34189077763.57,191653681097.38,41.6102252076,18579527200.43,11.7476398759,37931684024.39,-11.6526170101,288446624374.83,43186021307.8,14.3271760648,,,110118350440.37,8.6491987987,11.7295226977,12.9520489872,122.2062904683,72.3712926628,12673238816.55,99790091594.5,85208961464.03,3.6917729514,4.157890922,70709551519.55,70709551519.55,-1.65248938,8409936159.43,3012067048.47,-1614039498.39,14506599483.4,14496385935.57,2146263709.3,,456066132.75,,30859691934.6,873.0874410324,127928412486.19,3619.3715261193,5631474906.1,159.3266071944,-23975779952.22,-678.3266796572,518539244.92,14.6705969516,2794061386.57,79.0500407865,-3463424629.76,-97.9877749141,2.26,2.15,12.23,4.157890922,10.52,18.699278917436,5.479926923028,28.746600632,79.5848,108.4074,2023Q2
651,格力电器,2023-03-31 00:00:00,384610524157.54,33856872928.07,186305661744.74,44.7196161894,17367184068.95,17.2109519447,40540365977.83,-4.0889827147,277761647135.35,35496412331.99,17.8692259155,,,106848877022.19,5.8034205793,15.2601751658,19.3642411523,125.0012836457,72.2189408997,4109253018.34,35692251272.93,31180864739.2,0.0267065566,0.4435738226,25734998177.34,25734998177.34,-4.3983178217,2606778887.74,1455797198.04,-553290749.45,4544725322.76,4542539591.15,638764976.84,,225424876.78,,15065152965.6,137.5432568264,55960307451.44,510.911701823,2880948358.19,26.3027544983,-6787690019.02,-61.970893603,59480403.7,0.5430498091,1652039470.92,15.0829460381,2725142736.06,24.8802656097,0.73,,4.14,0.4435738226,2.65,18.102325256384,2.675202899325,27.4165805468,-14.6262,-33.7484,2023Q1
651,格力电器,2021-12-31 00:00:00,319598183780.38,31188726142.99,116939298776.87,-14.2756368865,13840898802.76,58.394747776,42765598328.01,53.3943952144,211672732613.87,35875090911.05,13.5120322659,,,107925451166.51,-7.6617031163,14.4619154915,30.3905846521,114.5855224143,66.2308934644,23063732372.62,189654033523.5,163521848332.24,11.8016450127,11.235723276,142251638589.87,142251638589.87,14.5075626647,11581735617.31,4051241003.05,-2260201997.18,26677365292.0,26803237498.57,3971343865.68,,1261821045.25,,1894363258.72,33.0795257975,169646517565.79,2962.381332325,9848593392.99,171.9769414408,29751983559.35,519.5315645762,161515418.96,2.820395425,5727074800.44,100.0066474755,-25330583890.48,-442.3247227869,4.04,3.82,21.34,11.235723276,4.01,17.525098854837,0.320293038294,24.2814230558,5.4,19.8935,2021Q4
651,格力电器,2022-09-30 00:00:00,354794419586.75,31777632962.13,152853137154.53,27.8760702827,13693471262.87,34.123426533,40546895140.34,2.1967380097,253678550763.25,34148762112.84,7.6049605153,,,101115868823.5,7.5404426666,24.0170065903,32.0833849268,117.4441254767,71.5001524147,18304124152.74,148343664696.65,126554142097.7,3.8999524364,6.3022176679,109820090729.7,109820090729.7,4.7903244525,8346734235.44,3982480528.56,-1555893661.7,20440025612.27,20395096232.7,2951925395.94,,786265769.29,,22458621192.42,132.6226161929,144081110540.93,850.8275579434,7541771860.71,44.5356598844,-15795126555.89,-93.273357656,74246929.39,0.4384428561,4612890085.27,27.2400316154,10090458636.42,59.586161211,3.25,,17.94,6.3022176679,17.0,16.996325202029,3.988102123224,25.5401276635,-12.8332,-8.3814,2022Q3
651,格力电器,2022-06-30 00:00:00,356723062259.64,32240186042.9,135338871763.25,0.657365756,16626326266.1,49.5560343082,42934700203.54,31.1849937135,255370864859.24,37774064570.01,7.7765814711,,,101352197400.4,1.3159313996,14.3743371883,20.5403839059,109.4236846328,71.5879885202,11466479632.62,95806559360.19,82175238245.7,0.9015272796,4.1251544916,71897652593.12,71897652593.12,3.5411431744,4917781429.52,2487939427.37,-950578780.88,12690065224.71,12657410975.04,1830619852.43,,532387423.61,,13144260367.59,169.8571409196,91679881084.77,1184.7363066015,5013445051.46,64.7864100972,-13476487783.55,-174.1503607305,21302685.89,0.2752846655,3086395100.46,39.8840431376,7965863809.01,102.9391394962,1.94,1.96,11.09,4.1251544916,21.25,16.117845838434,2.222390594776,24.4949628973,69.6146,86.4245,2022Q2
651,格力电器,2020-12-31 00:00:00,279217923628.27,18990525087.94,136413143859.81,8.7817908922,8738230905.44,2.6416953213,27879505159.39,15.7553418633,162337436540.13,31604659166.88,-24.1308808751,,,116880487088.14,4.3131920069,-1.3267149041,-5.0238931851,134.8023190019,58.1400486153,22175108137.32,170497415702.41,146260681865.34,-14.3289478778,-14.9674167494,124229033680.92,124229033680.92,-13.4288663106,13043241798.27,3603782803.64,-1937504660.07,26043517837.7,26308937428.79,4029695233.52,,1991524564.63,,19238637309.16,895.8527859879,155890384313.86,7259.0814438716,8901277136.77,414.4905792277,97730150.18,4.5508330921,305411730.38,14.2215867547,4528646805.03,210.8777660209,-21111497498.2,-983.0630697079,3.71,3.39,18.88,-14.9674167494,-10.21,19.148165624898,3.198054849747,26.1417233686,-24.3327,15.5359,2020Q4
651,格力电器,2022-03-31 00:00:00,333688998480.47,30762040265.73,128735596908.28,-12.1801759833,14817031839.44,32.3926861515,42268726915.1,28.439057102,232700886340.87,30115080553.3,-7.6952890063,,,100988112139.6,-11.9003899343,8.9842261542,21.4821282401,111.9440478885,69.7358580596,4003315961.3,35534628960.89,31172539627.27,5.7783098202,6.0208883979,26918980493.81,26918980493.81,7.3213443909,1953502393.59,1238443496.63,-566053356.22,4181495783.3,4189374562.95,605838497.69,,256985040.27,,3394256789.15,36.0288398757,34938337935.53,370.8581469227,2330013831.74,24.7322758609,-3296840899.64,-34.9948045324,4110000.0,0.0436262019,1705506674.22,18.1033524243,9287596918.76,98.5845688771,0.68,,3.83,6.0208883979,16.28,16.457236521955,0.573890363817,23.654952362,-29.0797,-46.0394,2022Q1
651,格力电器,2021-09-30 00:00:00,286085295348.89,18654663300.63,119532244630.73,-8.7446776435,10209604404.57,-21.8051069231,39675332040.93,91.946863966,192059395588.56,31735304719.5,-16.0681177652,,,94025899760.33,-19.1799321357,4.3262521736,21.6474478728,118.0415311553,67.1336131954,15644776516.85,139548983973.32,121803849886.45,8.5337533442,9.4775530153,104799838442.59,104799838442.59,8.6287934566,9796095303.13,2956692279.53,-1780188588.31,18393510154.95,18486589062.57,2797239478.17,,904075260.17,,6461831241.56,661.6239645182,131532944183.95,13467.5983854267,7326186002.81,750.1248557532,22393649107.64,2292.8755562872,111310742.57,11.3970563513,4450624543.22,455.6974245827,-27815855233.01,-2848.0527775722,2.71,,15.02,9.4775530153,14.21,15.341059048633,1.074155638377,24.1321311576,-18.7306,2.8939,2021Q3
651,格力电器,2021-06-30 00:00:00,311890823614.08,18710446020.45,134455010566.53,3.7802218804,11117121648.09,5.3960204091,32728362435.51,26.3132630894,211855028650.4,35048490177.02,-17.6138617244,,,100035794963.68,-13.1321603745,10.3249508353,26.4478699243,111.5984270465,67.9260217391,9456819352.86,92010964908.47,81441025186.86,28.7574675636,30.3239594652,69438727822.43,69438727822.43,26.6494885989,6973971937.98,1973764071.66,-1196310467.77,10917169116.57,10975720718.14,1484904290.19,,589411574.41,,-6071219912.21,-105.0739796251,75402896275.55,1304.9901834382,4939102179.61,85.4805342733,5716517863.65,98.9351876916,46691194.25,0.8080797046,3073497925.07,53.1927130011,6142534070.38,106.308206438,1.62,1.5,8.11,30.3239594652,48.64,16.342399512868,-1.009223988795,23.7373446444,74.5233,74.676,2021Q2
