SECURITY_CODE,SECURITY_NAME_ABBR,REPORT_DATE,BASIC_EPS,DEDUCT_BASIC_EPS,WEIGHTAVG_ROE,YSTZ,SJLTZ,BPS,MGJYXJJE,XSMLL,YSHZ,SJLHZ,QDATE
000333,美的集团,2022-06-30 00:00:00,2.34,2.3,12.18,5.0424138215,6.57,18.53068363657,3.057553818035,23.1230743941,1.9637,22.8429,2022Q2
000333,美的集团,2023-06-30 00:00:00,2.67,2.58,12.14,7.6946278229,13.98,20.843751108096,4.241513284833,25.2360258245,4.6807,26.7175,2023Q2
000333,美的集团,2022-03-31 00:00:00,1.06,,5.57,9.542248635,10.97,18.900750091252,1.139885268396,22.1780517616,13.0823,40.2377,2022Q1
000333,美的集团,2021-12-31 00:00:00,4.17,3.78,24.09,20.1782054121,4.96,17.872608624211,5.022741364711,22.4794091553,-8.7149,-39.4,2021Q4
000333,美的集团,2023-03-31 00:00:00,1.18,,5.46,6.2650516028,12.04,21.689644809222,1.320052954096,24.0409157744,30.7066,58.1925,2023Q1
000333,美的集团,2022-12-31 00:00:00,4.34,4.2,22.21,0.6837940816,3.43,20.427277312176,4.953047851642,24.243844086,-16.091,-40.0126,2022Q4
000333,美的集团,2021-09-30 00:00:00,3.41,,19.51,20.7525994457,6.53,16.971150463537,3.994243608858,22.4789015805,-4.0663,-1.1036,2021Q3
000333,美的集团,2022-09-30 00:00:00,3.59,,18.36,3.3590861159,4.33,19.888042380402,4.209865096518,23.6109045553,-4.9749,-3.8916,2022Q3
000333,美的集团,2021-06-30 00:00:00,2.17,2.11,12.63,25.1415677942,7.76,16.066690001402,2.862654132688,21.9102550541,10.6155,32.0297,2021Q2
000333,美的集团,2020-12-31 00:00:00,3.93,3.55,24.95,2.2654490432,12.44,16.71645251705,4.204440669499,23.7219547227,-12.914,-35.6655,2020Q4
000333,美的集团,2021-03-31 00:00:00,0.93,,5.35,42.259991982,34.45,16.676768374754,1.213711990006,21.5542826236,22.162,24.2844,2021Q1
000333,美的集团,2020-09-30 00:00:00,3.18,,20.35,-1.8130677355,3.29,16.066398642934,3.560424046073,25.2893182441,-4.0921,-11.2677,2020Q3
000333,美的集团,2020-06-30 00:00:00,2.01,1.94,13.03,-9.4687453775,-8.29,14.976164614239,2.625700132359,25.5584426047,39.4261,89.5107,2020Q2
000333,美的集团,2019-12-31 00:00:00,3.6,3.38,26.43,6.7072398905,19.68,14.582705288372,5.535134468366,28.8632156645,-14.583,-52.7606,2019Q4
000333,美的集团,2020-03-31 00:00:00,0.7,,4.62,-22.7078334631,-21.51,15.144701875157,1.09559727905,25.1404395678,1.301,66.1676,2020Q1
000333,美的集团,2019-09-30 00:00:00,3.2,,23.46,6.9281699495,19.0820245473,14.110591896732,4.27884277849,29.0901465132,-14.4494,-32.3375,2019Q3
000333,美的集团,2019-06-30 00:00:00,2.32,2.22,16.97,7.3723584855,17.3939072939,13.343460630592,3.139961748997,29.4783914709,4.4129,47.7893,2019Q2
000333,美的集团,2018-12-31 00:00:00,3.08,3.05,25.66,8.2262028015,17.0512788097,12.467616614721,4.181442349585,27.5355987769,-14.5344,-53.0454,2018Q4
000333,美的集团,2019-03-31 00:00:00,0.94,,7.08,7.4165624507,16.6049589525,13.570265148848,1.793430770678,28.3594186511,38.7495,162.9874,2019Q1
000333,美的集团,2018-09-30 00:00:00,2.72,,22.65,10.4600628974,19.3494475161,12.470848231895,2.948170236628,27.2612924939,-13.3149,-35.3777,2018Q3
000333,美的集团,2018-06-30 00:00:00,1.97,1.9,16.43,15.0222125455,19.660167369,11.966628348166,1.148904346398,27.1640420107,4.4971,46.124,2018Q2
000333,美的集团,2018-03-31 00:00:00,0.8,,6.87,17.168073164,20.7610784115,12.033065801866,0.672702996329,25.6222933511,29.7908,129.9803,2018Q1
000333,美的集团,2017-12-31 00:00:00,2.66,2.41,25.88,51.3490500204,17.7013675165,11.238658946971,3.725411606948,25.030606558,-13.7679,-45.4121,2017Q4
000333,美的集团,2017-09-30 00:00:00,2.31,,22.61,60.3755759336,17.1001186525,10.875964449877,3.064621635106,25.3488443198,-3.3462,-35.1753,2017Q3
000333,美的集团,2017-06-30 00:00:00,1.67,1.53,16.46,60.1943279414,13.8454164079,10.17142779575,2.131396579288,25.2301869027,8.3122,48.3884,2017Q2
000333,美的集团,2017-03-31 00:00:00,0.67,,6.87,55.4129391465,11.3976523654,10.135639469772,1.083965530601,25.0570261548,40.2791,131.9692,2017Q1
000333,美的集团,2016-12-31 00:00:00,2.29,2.1,26.88,14.7075708574,15.5636641227,9.464178379558,4.133143214487,27.3060239962,9.453,-43.3379,2016Q4
000333,美的集团,2016-09-30 00:00:00,2.0,,23.76,4.5022944181,16.3083291175,9.051190967843,2.951297036285,27.9694386976,-0.8566,-40.7522,2016Q3
000333,美的集团,2016-06-30 00:00:00,1.48,1.42,17.64,-5.8733633649,14.084006207,8.612243798925,1.265252374577,29.2253078137,2.0946,43.0479,2016Q2
000333,美的集团,2016-03-31 00:00:00,0.61,,7.58,-9.3364147763,16.9088621495,12.620727512431,1.545446386328,29.8251216485,41.3214,130.5677,2016Q1
000333,美的集团,2015-12-31 00:00:00,2.0,1.71,29.06,-2.0826525618,20.9908476494,11.531218309385,6.272618676261,25.8437526406,-6.3292,-36.9555,2015Q4
000333,美的集团,2015-09-30 00:00:00,1.73,,25.46,2.2309890402,22.9996255751,11.177803868496,4.212771858032,26.2735061165,-27.6469,-46.046,2015Q3
000333,美的集团,2015-06-30 00:00:00,1.32,1.76,19.62,6.6490419663,25.9297341253,10.758373541586,2.054876706787,27.4275515451,-5.3407,49.066,2015Q2
000333,美的集团,2015-03-31 00:00:00,0.79,,8.11,10.4874836349,31.639758221,10.185287053612,0.592701736282,26.8348215702,30.1094,115.724,2015Q1
000333,美的集团,2014-12-31 00:00:00,2.49,2.25,29.49,17.3551773036,97.5045245585,9.362499193512,5.879895858635,25.4104275713,2.6389,-33.8719,2014Q4
000333,美的集团,2014-09-30 00:00:00,2.12,,25.35,16.6825571434,122.8193041922,9.03456800541,3.286132227919,25.3040212748,-18.6197,-42.4549,2014Q3
000333,美的集团,2014-06-30 00:00:00,1.57,1.58,18.97,17.6552178402,149.737279958,8.474652258099,3.124302952501,25.8468231688,1.6653,60.3594,2014Q2
000333,美的集团,2014-03-31 00:00:00,0.6,,7.47,21.8882861861,148.5326704697,20.827301932875,1.911740849423,25.191371814,40.1905,95.3827,2014Q1
000333,美的集团,2013-12-31 00:00:00,1.73,3.18,24.87,18.0621278449,63.1476950531,19.478725868826,5.962199462821,23.4586028366,-1.0292,-5.2345,2013Q4
000333,美的集团,2013-09-30 00:00:00,1.49,,22.54,14.5052436084,57.088074221,18.947582088629,3.21800378396,23.2830351112,-19.2845,-15.634,2013Q3
000333,美的集团,2013-06-30 00:00:00,1.06,2.13,16.95,13.9366919485,52.0106595593,16.90972496,3.56936363,22.9315056349,8.8874,59.1036,2013Q2
000333,美的集团,2013-03-31 00:00:00,1.02,,6.91,20.1010530608,64.7039244306,15.27233973,0.66727738,23.1594500806,52.1364,45.6282,2013Q1
000333,美的集团,2012-12-31 00:00:00,3.26,,23.92,-23.4148763192,-5.5031587048,14.31353086,8.08956665,22.5628663525,-13.4934,-14.0996,2012Q4
000333,美的集团,2012-09-30 00:00:00,2.56,,,-25.7768615349,27.4774331498,13.79239097,3.11069029,21.9404121497,-24.0716,-27.1532,2012Q3
000333,美的集团,2012-06-30 00:00:00,1.74,1.54,13.69,-30.3070129499,12.4108060939,12.91304149,0.11,21.4675381774,20.1863,80.7394,2012Q2
000333,美的集团,2010-12-31 00:00:00,0.0,,,60.9014755233,129.9775078082,11.03285350227,4.73169083622,17.9969239571,5.7655,81.2075,2010Q4
000333,美的集团,2011-12-31 00:00:00,,,29.12,29.1477568732,-6.9312119394,12.4942807,4.10619453,19.1180348408,-13.0456,215.3145,2011Q4
000333,美的集团,2012-03-31 00:00:00,,,,-33.9446318052,19.2603805989,11.85208533,-3.72167491,20.90048091,10.9375,-57.0067,2012Q1
