SECURITY_CODE,SECURITY_NAME_ABBR,REPORT_DATE,TOTAL_ASSETS,FIXED_ASSET,MONETARYFUNDS,MONETARYFUNDS_YOY,ACCOUNTS_RECE,ACCOUNTS_RECE_YOY,INVENTORY,INVENTORY_YOY,TOTAL_LIABILITIES,ACCOUNTS_PAYABLE,ACCOUNTS_PAYABLE_YOY,ADVANCE_RECEIVABLES,ADVANCE_RECEIVABLES_YOY,TOTAL_EQUITY,TOTAL_EQUITY_YOY,TOTAL_ASSETS_YOY,TOTAL_LIAB_YOY,CURRENT_RATIO,DEBT_ASSET_RATIO,PARENT_NETPROFIT,TOTAL_REVENUE,TOTAL_OPERATE_COST,TOTAL_EXPENSE_YOY,TOI_RATIO,OPERATE_COST,OPERATE_EXPENSE,OPERATE_EXPENSE_YOY,SALE_EXPENSE,MANAGE_EXPENSE,FINANCE_EXPENSE,OPERATE_PROFIT,TOTAL_PROFIT,INCOME_TAX,OPERATE_INCOME,INTEREST_NI,INTEREST_NI_RATIO,NETCASH_OPERATE,NETCASH_OPERATE_YOY,SALES_SERVICES_CASH,SALES_SERVICES_CASH_YOY,PAY_STAFF_CASH,PAY_STAFF_CASH_YOY,NETCASH_INVEST,NETCASH_INVEST_YOY,RECEIVE_INVEST_INCOME,RECEIVE_INVEST_INCOME_YOY,CONSTRUCT_LONG_ASSET,CONSTRUCT_LONG_ASSET_YOY,NETCASH_FINANCE,NETCASH_FINANCE_YOY,BASIC_EPS,DEDUCT_BASIC_EPS,WEIGHTAVG_ROE,OPERATE_INCOME_YOY,NETPROFIT_YOY,BOOK_VALUE_PER_SHARE,NETCASH_OPERATE_PER_SHARE,GROSS_MARGIN,OPERATE_INCOME_MOM,NETPROFIT_MOM,QDATE
333,美的集团,2019-06-30 00:00:00,284033825000.0,21508572000.0,35890088000.0,-20.3994805153,23017823000.0,12.0750416779,24106604000.0,1.6155652295,185431822000.0,39004928000.0,8.3594083046,10417962000.0,-5.3705454257,98602003000.0,12.1259614748,13.1618778604,13.720552497,148.5629470795,65.2851194748,15187069000.0,154332643000.0,136218155000.0,6.3857235892,7.3723584855,108441289000.0,108441289000.0,4.3894762027,19529822000.0,4110125000.0,-1435645000.0,18799531000.0,18889515000.0,2829592000.0,,456154000.0,,21787890000.0,713.1640776642,126154956000.0,4129.3205922421,13696292000.0,448.3088289687,-18030748000.0,-590.1848121601,695269000.0,22.7576362426,1931628000.0,63.2263014459,-6828689000.0,-223.5175454044,2.32,2.22,16.97,7.3723584855,17.3939072939,13.343460630592,3.139961748997,29.4783914709,4.4129,47.7893,2019Q2
333,美的集团,2019-03-31 00:00:00,278910215000.0,21974050000.0,29004072000.0,-47.6252628278,,,24090062000.0,-9.1201830237,179442233000.0,,,13144610000.0,-9.5656013529,99467982000.0,13.1512082546,10.4303960692,8.9778291058,147.8897278347,64.3369168103,6129026000.0,75500426000.0,67660134000.0,6.2821547525,7.4165624507,53877858000.0,53877858000.0,3.872596853,9513634000.0,1977121000.0,-481058000.0,7683772000.0,7718955000.0,1177710000.0,,219212000.0,,11842782000.0,1195.8782187216,61230159000.0,6182.9909118449,8147054000.0,822.6854488539,-16811399000.0,-1697.606684843,233728000.0,23.6017368474,1143943000.0,115.5147934969,4139282000.0,417.9826315258,0.94,,7.08,7.4165624507,16.6049589525,13.570265148848,1.793430770678,28.3594186511,38.7495,162.9874,2019Q1
333,美的集团,2017-12-31 00:00:00,248106858000.0,22600724000.0,48274200000.0,77.6804090585,17528717000.0,30.2813383556,29444166000.0,88.4197867305,165181687000.0,35144777000.0,38.6001200459,17409063000.0,69.8051719723,82925171000.0,20.2220109238,45.4313153478,62.5419808497,142.5879823169,66.5768323905,17283689000.0,241918896000.0,224734592000.0,56.2728991566,51.3490500204,180460552000.0,180460552000.0,56.0869004024,26738673000.0,7510102000.0,815949000.0,21627854000.0,21854774000.0,3243584000.0,,955657000.0,,24442623000.0,262.31836215,195820338000.0,2101.5449258381,22740541000.0,244.0516089262,-34739608000.0,-372.8256608259,2727603000.0,29.2726501389,3218402000.0,34.5399076597,19651645000.0,210.9015603585,2.66,2.41,25.88,51.3490500204,17.7013675165,11.238658946971,3.725411606948,25.030606558,-13.7679,-45.4121,2017Q4
333,美的集团,2018-09-30 00:00:00,256651139000.0,22292839000.0,42488845000.0,1.9958212984,19101799000.0,10.0304761475,24424935000.0,2.829370824,164667867000.0,,,13210019000.0,-25.7145368401,91983272000.0,14.6155738134,5.9739314948,1.6910564197,142.3239134487,64.1601933432,17900239000.0,207404713000.0,185720216000.0,7.8984631255,10.4600628974,149664730000.0,149664730000.0,7.2408125541,24397272000.0,5629888000.0,-1727756000.0,22776551000.0,22924417000.0,3834166000.0,,1467047000.0,,19589580000.0,168.7564399536,160376963000.0,1381.583746382,19638796000.0,169.180416218,-20978857000.0,-180.7245087243,1522671000.0,13.1172050233,3659281000.0,31.5232503377,-10826057000.0,-93.2621749958,2.72,,22.65,10.4600628974,19.3494475161,12.470848231895,2.948170236628,27.2612924939,-13.3149,-35.3777,2018Q3
333,美的集团,2018-06-30 00:00:00,250997801000.0,22256928000.0,45087756000.0,31.7622732482,20537867000.0,5.9697668949,23723338000.0,13.5901117345,163059199000.0,35995885000.0,11.4464674428,11009217000.0,-22.3094121749,87938602000.0,17.259455484,8.6492998084,4.5106568578,138.6791668264,64.964393453,12936846000.0,143735916000.0,128041762000.0,12.6165097707,15.0222125455,103881438000.0,103881438000.0,11.639152263,16892503000.0,3335291000.0,-984113000.0,16300282000.0,16394573000.0,2614882000.0,,943779000.0,,7613688000.0,66.7617948698,101192080000.0,887.3183255484,13600798000.0,119.2606902386,-8943677000.0,-78.4240080833,1007924000.0,8.8381366996,2368539000.0,20.7688987071,-10166609000.0,-89.1474755177,1.97,1.9,16.43,15.0222125455,19.660167369,11.966628348166,1.148904346398,27.1640420107,4.4971,46.124,2018Q2
333,美的集团,2018-03-31 00:00:00,252566526000.0,22238599000.0,55377981000.0,56.9132585997,19752160000.0,9.5722196954,26507604000.0,20.6135768198,164659394000.0,36018842000.0,11.202389329,14534967000.0,22.8471339534,87907132000.0,18.1067108996,11.7974509521,8.697457127,146.6378805213,65.1944644478,5256231000.0,70287509000.0,63943697000.0,15.6700042727,17.168073164,51869174000.0,51869174000.0,15.8237217503,7468456000.0,1818424000.0,95978000.0,6754463000.0,6789171000.0,1143376000.0,,399441000.0,,4429092000.0,81.5200964306,55069088000.0,1013.579614988,7569431000.0,139.3199204363,-7250092000.0,-133.4422944863,470848000.0,8.6662400249,927703000.0,17.0749304866,-2254205000.0,-41.4899959121,0.8,,6.87,17.168073164,20.7610784115,12.033065801866,0.672702996329,25.6222933511,29.7908,129.9803,2018Q1
333,美的集团,2016-12-31 00:00:00,170600711000.0,21056791000.0,27169118000.0,129.0437588945,13454511000.0,29.7230699871,15626897000.0,49.5548973068,101624015000.0,25356960000.0,45.3230512972,10252375000.0,82.5448008061,68976696000.0,23.1031577133,32.4108575364,39.5736549024,135.2499551489,59.56834201,14684357000.0,159841701000.0,143809063000.0,13.662270182,14.7075708574,115615437000.0,115615437000.0,12.6166602986,17678451000.0,9620777000.0,-1005979000.0,17324101000.0,18914603000.0,3052691000.0,,349807000.0,,26695009000.0,364.3666962264,153324273000.0,2092.760440887,11652740000.0,159.0510936252,-19781084000.0,-269.9968456597,1954049000.0,26.6712919405,2323430000.0,31.713063405,159912000.0,2.1826779353,2.29,2.1,26.88,14.7075708574,15.5636641227,9.464178379558,4.133143214487,27.3060239962,9.453,-43.3379,2016Q4
333,美的集团,2017-09-30 00:00:00,242183276000.0,22348578000.0,41657437000.0,124.161374479,17360462000.0,36.4170251775,23752878000.0,127.6411196746,161929547000.0,32588743000.0,52.8476106356,17782778000.0,168.9307664388,80253729000.0,21.6936300431,48.5863450272,66.8615471687,142.1441647342,66.8623984589,14998175000.0,187764435000.0,172344718000.0,68.1444576771,60.3755759336,139559489000.0,139559489000.0,66.4830892417,19954150000.0,4819384000.0,852759000.0,18986904000.0,18839340000.0,2737940000.0,,599661000.0,,20067642000.0,84.1462606178,148783253000.0,623.867736055,17042705000.0,71.4623021759,-18327750000.0,-76.8506647686,1664387000.0,6.9789934598,2071492000.0,8.6860382351,21987048000.0,92.1945822645,2.31,,22.61,60.3755759336,17.1001186525,10.875964449877,3.064621635106,25.3488443198,-3.3462,-35.1753,2017Q3
333,美的集团,2017-06-30 00:00:00,231016492000.0,22603151000.0,34219018000.0,127.3116169002,19380874000.0,45.7962436667,20885038000.0,118.4802921406,156021600000.0,32298812000.0,48.9805023014,14170593000.0,246.4862095946,74994892000.0,19.6870981032,37.9180318756,48.8136345236,110.4716562832,67.5369964496,10811322000.0,124963616000.0,113963618000.0,70.5572055415,60.1943279414,93051081000.0,93051081000.0,69.5964889834,12404770000.0,6832958000.0,346614000.0,13780255000.0,13607124000.0,2059053000.0,,347883000.0,,13895932000.0,167.9733378494,99984184000.0,1208.603864687,11456781000.0,138.4890013552,-26751897000.0,-323.3756061049,1223225000.0,14.7862832224,1520059000.0,18.3743979143,20990804000.0,253.7357992269,1.67,1.53,16.46,60.1943279414,13.8454164079,10.17142779575,2.131396579288,25.2301869027,8.3122,48.3884,2017Q2
333,美的集团,2017-03-31 00:00:00,225914387000.0,22904995000.0,35292098000.0,149.4571713366,18026613000.0,49.8007101705,21977297000.0,121.2998727319,151484127000.0,32390349000.0,66.2392292742,11831751000.0,162.8551935543,74430260000.0,22.0519846497,52.7247383427,74.2395229436,109.4622762148,67.0537759952,4352587000.0,59988619000.0,55281140000.0,63.1441671261,55.4129391465,44782859000.0,44782859000.0,66.4407421817,6820223000.0,3178001000.0,-183364000.0,5509292000.0,5589833000.0,903968000.0,,139370000.0,,7008571000.0,80.5652141127,47125873000.0,541.7232768978,6338017000.0,72.857034145,-26909489000.0,-309.331066625,490466000.0,5.6380249704,510405000.0,5.8672285847,28551856000.0,328.210471429,0.67,,6.87,55.4129391465,11.3976523654,10.135639469772,1.083965530601,25.0570261548,40.2791,131.9692,2017Q1
333,美的集团,2015-12-31 00:00:00,128841935000.0,18729881000.0,11861977000.0,91.2209550975,10371718000.0,10.7840620852,10448937000.0,-30.4333147138,72810313000.0,17448684000.0,-13.3520851246,5616361000.0,40.6713771183,56031622000.0,22.5231587869,7.1075739762,-2.3475109492,129.670437479,56.5113470238,12706725000.0,139347124000.0,126523131000.0,-2.4635319809,-2.0826525618,102662818000.0,102662818000.0,-2.8455350951,14799769000.0,7441755000.0,138932000.0,14916873000.0,16051354000.0,2426699000.0,,338647000.0,,26764254000.0,31515.9073513654,125902444000.0,148254.823781543,10493582000.0,12356.5841998045,-17989193000.0,-21182.9457273059,2088899000.0,2459.7564852867,3130932000.0,3686.7892090482,-8876653000.0,-10452.589993288,2.0,1.71,29.06,-2.0826525618,20.9908476494,11.531218309385,6.272618676261,25.8437526406,-6.3292,-36.9555,2015Q4
333,美的集团,2016-09-30 00:00:00,162991610000.0,20836612000.0,18583682000.0,99.4465949154,12726023000.0,18.148215032,10434353000.0,21.8209063286,97044256000.0,21321068000.0,24.5386739147,6612400000.0,81.1788543376,65947354000.0,21.9652002995,21.3220236466,20.8888041834,133.4402315351,59.5394180105,12807993000.0,117077949000.0,102498007000.0,1.9041078215,4.5022944181,83828027000.0,83828027000.0,2.0892994402,12341424000.0,5981080000.0,-913165000.0,15275326000.0,16340190000.0,2588202000.0,,307757000.0,,19037495000.0,566.3231096182,112216632000.0,3338.1950716267,8673520000.0,258.0179176796,-17770441000.0,-528.6310728594,1339590000.0,39.8498213349,1605425000.0,47.7578209874,1992708000.0,59.2786283658,2.0,,23.76,4.5022944181,16.3083291175,9.051190967843,2.951297036285,27.9694386976,-0.8566,-40.7522,2016Q3
333,美的集团,2016-06-30 00:00:00,167502747000.0,21000004000.0,15053792000.0,2.9727520408,13293123000.0,-2.3790172004,9559232000.0,-6.3724832133,104843619000.0,21679892000.0,12.5010320192,4089800000.0,42.5918627017,62659128000.0,19.4658044587,18.140479915,17.3623541703,125.6733960856,62.5921788614,9496493000.0,78007516000.0,66818413000.0,-9.254074269,-5.8733633649,54866160000.0,54866160000.0,-8.371472251,8185178000.0,3690059000.0,-905261000.0,11378096000.0,12177569000.0,1946671000.0,,218258000.0,,8129163000.0,159.0990232115,67859148000.0,1328.0978820037,5660543000.0,110.7846972864,-16336731000.0,-319.7325412922,824805000.0,16.1425807109,1076411000.0,21.0668599798,13246447000.0,259.2513864862,1.48,1.42,17.64,-5.8733633649,14.084006207,8.612243798925,1.265252374577,29.2253078137,2.0946,43.0479,2016Q2
333,美的集团,2016-03-31 00:00:00,147922589000.0,18578653000.0,14147558000.0,53.608768417,12033730000.0,-10.7810671676,9931003000.0,-9.9592371328,86940164000.0,19484179000.0,-5.9651084385,4501243000.0,7.715918171,60982425000.0,23.4993665308,8.9019942279,0.564440745,127.9334889273,58.774095686,3907252000.0,38599501000.0,33884840000.0,-12.8449908499,-9.3364147763,26906188000.0,26906188000.0,-13.3221081748,4977071000.0,1662776000.0,-282083000.0,4729228000.0,5000398000.0,833631000.0,,122905000.0,,6595024000.0,359.4243780945,32056847000.0,1747.0766287806,3254369000.0,177.3609245266,-9560260000.0,-521.027748333,406105000.0,22.1324497176,484331000.0,26.3957141728,4802468000.0,261.731280162,0.61,,7.58,-9.3364147763,16.9088621495,12.620727512431,1.545446386328,29.8251216485,41.3214,130.5677,2016Q1
333,美的集团,2014-12-31 00:00:00,120292086000.0,19521814000.0,6203283000.0,-60.1681696997,9362103000.0,18.0825618463,15020030000.0,-1.1692135077,74560632000.0,20137454000.0,15.017931078,3992540000.0,-19.8823482918,45731454000.0,17.0184135846,24.0815066377,28.8517013631,118.1620270219,61.9829903025,10502220000.0,142310967000.0,129718795000.0,14.3040138682,17.3551773036,105669686000.0,105669686000.0,13.846036554,14733917000.0,7498256000.0,251327000.0,13450503000.0,13990684000.0,2344356000.0,,227998000.0,,24788512000.0,215.709202016,105499097000.0,918.0513145476,10426381000.0,90.7301868472,-28862397000.0,-251.1600787147,1345434000.0,11.7079433612,2678179000.0,23.3054672643,-7410130000.0,-64.4828228953,2.49,2.25,29.49,17.3551773036,97.5045245585,9.362499193512,5.879895858635,25.4104275713,2.6389,-33.8719,2014Q4
333,美的集团,2015-09-30 00:00:00,134346267150.0,18631440220.0,9317623100.0,10.0033687681,10771235940.0,2.8589378896,8565322090.0,-21.9274295704,80275635660.0,17120037760.0,-6.6032474074,3649653280.0,-37.2515490716,54070631490.0,22.4014753299,15.9928697852,12.0416246434,124.6360875188,59.7527846236,11012103000.0,112033855000.0,100582802000.0,2.179484884,2.2309890402,82112452000.0,82112452000.0,0.7743754834,11598555000.0,5496106000.0,100875000.0,13090639000.0,14130498000.0,2301994000.0,,208073000.0,,17970482000.0,1493.3240151971,92229531000.0,7664.1557835046,8776445000.0,729.3113276848,-9849714000.0,-818.4986056035,1529729000.0,127.1185187155,1898205000.0,157.7384019119,-6899879000.0,-573.3710989307,1.73,,25.46,2.2309890402,22.9996255751,11.177803868496,4.212771858032,26.2735061165,-27.6469,-46.046,2015Q3
