SECURITY_CODE,SECURITY_NAME_ABBR,REPORT_DATE,TOTAL_ASSETS,FIXED_ASSET,MONETARYFUNDS,MONETARYFUNDS_RATIO,ACCOUNTS_RECE,ACCOUNTS_RECE_RATIO,INVENTORY,INVENTORY_RATIO,TOTAL_LIABILITIES,ACCOUNTS_PAYABLE,ACCOUNTS_PAYABLE_RATIO,ADVANCE_RECEIVABLES,ADVANCE_RECEIVABLES_RATIO,TOTAL_EQUITY,TOTAL_EQUITY_RATIO,TOTAL_ASSETS_RATIO,TOTAL_LIAB_RATIO,CURRENT_RATIO,DEBT_ASSET_RATIO
000651,格力电器,2015-09-30 00:00:00,170290575181.9,15195532037.12,84038509882.34,44.1705203105,2983346776.14,18.595159417,6695834496.72,-38.1875052615,124333729191.21,25276764234.71,-13.9038529844,15321066751.77,-5.7417017748,45956845990.69,12.7150488045,6.762655565,4.7185903187,105.03916672,73.0126896679
000651,格力电器,2015-06-30 00:00:00,163975183253.08,15092077571.39,86866973124.1,50.2947016962,5115110423.66,0.2190273227,9667020712.69,-22.5821471072,121861191273.16,28332824621.5,5.5676462391,5731899900.54,167.4643072232,42113991979.92,14.7537479273,25.9356202595,30.3243015954,103.2759920907,74.3168501816
000651,格力电器,2015-03-31 00:00:00,162609482889.96,14989245156.68,79441307456.42,30.3298333139,3889472839.13,39.2163864743,6089741367.5,-54.7390605773,114682571799.85,25668963149.48,3.2569582847,8667356458.34,-24.8937449151,47926911090.11,27.2718672962,18.9499587545,15.7860157725,109.7964112012,70.5263738385
000651,格力电器,2013-12-31 00:00:00,133719278987.4,14034138414.45,38541684470.83,33.1598560429,1849275342.79,25.3853978241,13122730425.78,-23.8601797585,98345524864.62,27434494665.72,21.0433735193,11986433741.28,-27.9233184012,35373754122.78,28.2577769292,24.2966967153,22.8147034287,107.5032944467,73.5462572109
000651,格力电器,2014-09-30 00:00:00,159503877344.36,14462518057.5,58291049863.26,31.835221378,2515572128.58,20.61806479,10832493535.56,15.3606098439,118731286214.67,29358763557.82,17.503100465,16254342631.1,-21.9343046121,40772591129.69,26.7047503764,23.1827087523,22.0179700097,108.9057608713,74.4378683399
000651,格力电器,2014-06-30 00:00:00,130205562902.09,14441224449.82,57797761427.19,31.2864084544,5103931419.32,39.8001668366,12486810666.36,-13.8277349677,93506114961.98,26838549149.18,11.0472117822,2143052267.44,-70.2395606899,36699447940.11,28.6709419002,17.9309547861,14.190096649,108.3006464537,71.8142242757
000651,格力电器,2014-03-31 00:00:00,136704110360.89,14032975105.53,60954046695.58,30.0355121904,2793832635.39,22.1615918353,13454739219.24,-9.6971671857,99046997199.68,24859305925.62,14.2972980733,11540125983.57,-36.5989036886,37657113161.21,30.3069885539,20.8448421353,17.5982442351,108.0725592503,72.453561885
000651,格力电器,2012-12-31 00:00:00,107566899919.95,12700394289.32,28943921701.45,80.4392805014,1474872971.56,20.2217521177,17235042562.7,-1.5315267836,79986697791.3,22665011613.66,44.9506589582,16630113200.83,-15.808378214,27580202128.65,50.0787407795,26.2350516037,19.6788634611,107.937659662,74.359954457
000651,格力电器,2013-09-30 00:00:00,129485606348.48,13663498760.38,44215080957.86,35.1421160065,2085568304.35,14.4178138379,9390114658.91,-22.00559696,97306393644.48,24985522459.95,16.2295438854,20821364045.16,-8.2871521768,32179212704.0,26.0688190003,19.441882273,17.4010322418,104.9978339102,75.1484249011
000651,格力电器,2013-06-30 00:00:00,110408300465.5,13482210639.2,44024177451.13,28.5134202934,3650876486.64,30.2022696582,14490521586.83,3.3121585577,81886361169.69,24168593446.38,28.9798596108,7201010190.43,-17.7302772439,28521939295.81,24.0109742591,28.0712428905,29.548632224,103.5630255093,74.1668523331
000651,格力电器,2011-12-31 00:00:00,85211594207.3,7709137076.07,16040809751.08,5.7673406625,1226793775.32,2.3244883957,17503107339.56,51.4218702342,66834439664.69,15636363281.52,13.3487516636,19752693733.7,64.5206293927,18377154542.61,31.1557038783,29.8870542527,29.5425101843,111.7810244441,78.4335046028
000651,格力电器,2013-03-31 00:00:00,113123661668.4,12989744945.9,46874923371.95,27.5464553364,2286997568.89,19.1914207812,14899576015.41,1.9275688265,84224894549.99,21749688176.95,51.7571357368,18201776712.01,9.6624243772,28898767118.41,26.6867989694,33.4462109907,35.9347642194,106.8299073189,74.4538262887
000651,格力电器,2012-09-30 00:00:00,108408879602.61,11835779430.7,32717469775.09,64.3274234966,1822765384.51,-10.3331872142,12039472440.22,-7.0880274789,82883763273.94,21496705247.84,37.9394487093,22702777788.89,-1.0392206256,25525116328.67,51.4765708782,24.7252989145,18.2917346937,107.253982928,76.4547734261
000651,格力电器,2012-06-30 00:00:00,86208502372.32,8838043358.73,34256482591.95,48.1748593156,2804003721.46,-0.7566130981,14025959566.74,14.2476599187,63208973930.42,18738269307.56,20.7482672395,8752928719.33,33.7275551096,22999528441.9,49.5087574382,30.1013305632,24.2334655073,110.8787453057,73.3210439702
000651,格力电器,2012-03-31 00:00:00,84770980628.53,7977870226.62,36751255257.02,54.0615924489,1918760221.08,-8.5670118326,14617807710.86,28.254865991,61959790075.52,14331904770.97,17.0600558597,16598006851.83,109.8345079007,22811190553.01,52.4281285888,38.8495559018,34.4403866383,114.3910182369,73.0908025555
000651,格力电器,2010-12-31 00:00:00,65604378124.94,5527979897.22,15166127512.15,-33.7863718594,1198924905.03,31.0979621252,11559167320.08,98.4868345979,51592669903.95,13794914414.17,18.4099381223,12006210896.84,35.3278057072,14011708220.99,31.5321710937,27.3123597535,26.2126777719,109.7791167758,78.6421141066
000651,格力电器,2011-09-30 00:00:00,86918115687.92,6291617981.94,19909926827.14,0.9751269877,2032820536.25,81.6462281524,12957934390.52,83.5663516581,70067248137.46,15584160621.91,19.7371424968,22941187339.48,81.794590359,16850867550.46,33.0570158369,37.7085067137,38.8760932794,115.8110137855,80.612939642
000651,格力电器,2011-06-30 00:00:00,66262583172.02,6045894639.53,23118957392.75,-1.2289491006,2825380923.6,46.1994270139,12276802497.94,93.6338494394,50879184342.42,15518458141.01,36.6707610634,6545344160.49,42.3215757582,15383398829.6,36.4021606918,34.1916514174,33.5373377912,122.0115598515,76.7841848398
