SECURITY_CODE,SECURITY_NAME_ABBR,REPORT_DATE,TOTAL_ASSETS,FIXED_ASSET,MONETARYFUNDS,MONETARYFUNDS_RATIO,ACCOUNTS_RECE,ACCOUNTS_RECE_RATIO,INVENTORY,INVENTORY_RATIO,TOTAL_LIABILITIES,ACCOUNTS_PAYABLE,ACCOUNTS_PAYABLE_RATIO,ADVANCE_RECEIVABLES,ADVANCE_RECEIVABLES_RATIO,TOTAL_EQUITY,TOTAL_EQUITY_RATIO,TOTAL_ASSETS_RATIO,TOTAL_LIAB_RATIO,CURRENT_RATIO,DEBT_ASSET_RATIO
000651,格力电器,2022-12-31 00:00:00,355024758878.82,33817019391.36,157484332251.39,34.6718630081,14824742623.45,7.1082365005,38314176763.9,-10.4088840988,253148710864.63,32856071488.87,-8.4153638235,,,101876048014.19,-5.6051682777,11.0847235361,19.5943888183,117.9173430378,71.304523004
000651,格力电器,2023-06-30 00:00:00,398564974815.2,34189077763.57,191653681097.38,41.6102252076,18579527200.43,11.7476398759,37931684024.39,-11.6526170101,288446624374.83,43186021307.8,14.3271760648,,,110118350440.37,8.6491987987,11.7295226977,12.9520489872,122.2062904683,72.3712926628
000651,格力电器,2023-03-31 00:00:00,384610524157.54,33856872928.07,186305661744.74,44.7196161894,17367184068.95,17.2109519447,40540365977.83,-4.0889827147,277761647135.35,35496412331.99,17.8692259155,,,106848877022.19,5.8034205793,15.2601751658,19.3642411523,125.0012836457,72.2189408997
000651,格力电器,2021-12-31 00:00:00,319598183780.38,31188726142.99,116939298776.87,-14.2756368865,13840898802.76,58.394747776,42765598328.01,53.3943952144,211672732613.87,35875090911.05,13.5120322659,,,107925451166.51,-7.6617031163,14.4619154915,30.3905846521,114.5855224143,66.2308934644
000651,格力电器,2022-09-30 00:00:00,354794419586.75,31777632962.13,152853137154.53,27.8760702827,13693471262.87,34.123426533,40546895140.34,2.1967380097,253678550763.25,34148762112.84,7.6049605153,,,101115868823.5,7.5404426666,24.0170065903,32.0833849268,117.4441254767,71.5001524147
000651,格力电器,2022-06-30 00:00:00,356723062259.64,32240186042.9,135338871763.25,0.657365756,16626326266.1,49.5560343082,42934700203.54,31.1849937135,255370864859.24,37774064570.01,7.7765814711,,,101352197400.4,1.3159313996,14.3743371883,20.5403839059,109.4236846328,71.5879885202
000651,格力电器,2020-12-31 00:00:00,279217923628.27,18990525087.94,136413143859.81,8.7817908922,8738230905.44,2.6416953213,27879505159.39,15.7553418633,162337436540.13,31604659166.88,-24.1308808751,,,116880487088.14,4.3131920069,-1.3267149041,-5.0238931851,134.8023190019,58.1400486153
000651,格力电器,2022-03-31 00:00:00,333688998480.47,30762040265.73,128735596908.28,-12.1801759833,14817031839.44,32.3926861515,42268726915.1,28.439057102,232700886340.87,30115080553.3,-7.6952890063,,,100988112139.6,-11.9003899343,8.9842261542,21.4821282401,111.9440478885,69.7358580596
000651,格力电器,2021-09-30 00:00:00,286085295348.89,18654663300.63,119532244630.73,-8.7446776435,10209604404.57,-21.8051069231,39675332040.93,91.946863966,192059395588.56,31735304719.5,-16.0681177652,,,94025899760.33,-19.1799321357,4.3262521736,21.6474478728,118.0415311553,67.1336131954
000651,格力电器,2021-06-30 00:00:00,311890823614.08,18710446020.45,134455010566.53,3.7802218804,11117121648.09,5.3960204091,32728362435.51,26.3132630894,211855028650.4,35048490177.02,-17.6138617244,,,100035794963.68,-13.1321603745,10.3249508353,26.4478699243,111.5984270465,67.9260217391
000651,格力电器,2019-12-31 00:00:00,282972157415.28,19121930757.04,125400715267.64,10.8965250758,8513334545.08,10.5676830099,24084854064.29,20.3549565147,170924500892.2,41656815752.46,6.8469460256,8225707662.42,-15.9959878437,112047656523.08,20.8520788507,12.6328364274,7.82557326,125.8277878006,60.4032928375
000651,格力电器,2021-03-31 00:00:00,306181004587.12,18746118013.36,146590588571.22,20.4866766933,11191729898.5,16.9858085982,32909558719.0,23.4681752978,191551539071.55,32625724330.96,-7.1646539234,,,114629465515.57,-0.1992216084,11.2605484839,19.4699455877,131.2131073904,62.5615358895
000651,格力电器,2020-09-30 00:00:00,274221770061.11,18734023421.39,130986600610.21,-3.8512169172,13056612782.28,56.8161490186,20669955851.93,5.8647490184,157881976931.77,37810786407.39,-16.0692775848,,,116339793129.34,13.6482845322,-6.0358111443,-16.6709843156,133.1929156059,57.5745597793
000651,格力电器,2020-06-30 00:00:00,282701982872.11,19177411773.4,129557451439.51,6.9837409841,10547952005.15,-3.850554928,25910471818.27,28.3924050038,167543374813.08,42541732032.35,-11.3275916193,,,115158608059.03,22.540783828,-0.1589521735,-11.4353343746,126.1251237768,59.2650157989
000651,格力电器,2018-12-31 00:00:00,251234157276.81,18385761475.54,113079030368.11,13.5206526604,7699658990.16,32.4218773595,20011518230.53,20.7816206058,158519445549.35,38987371471.02,12.8339065423,9792041417.16,-30.7642300812,92714711727.46,38.6809065294,16.8596692888,7.0114220677,126.6509323619,63.0962952122
000651,格力电器,2020-03-31 00:00:00,275192787344.03,18838506050.87,121665392883.49,7.3949014363,9566741498.48,-14.1264389695,26654284506.61,25.640326382,160334499299.66,35143644861.33,,,,114858288044.37,21.0264260642,4.4792177716,-4.8410721952,127.3336440855,58.2626095862
000651,格力电器,2019-09-30 00:00:00,291836468127.42,18608127487.25,136233238123.68,30.6545555398,8326063906.04,26.1001368276,19524871162.1,67.4164565128,189468189003.61,45049995185.72,,11351165795.84,-16.0699857837,102368279123.81,16.2627832645,17.9028536295,18.8083733528,125.8002468334,64.9227254631
000651,格力电器,2019-06-30 00:00:00,283152059224.48,18281196481.93,121100131896.47,18.7891130188,10970372213.02,13.8374891084,20180688894.72,53.8703208735,189176319506.16,47976290267.98,32.4221141086,3093939348.25,49.0425458608,93975739718.32,17.9953191013,29.2537738288,35.685016225,121.6291945951,66.8108577505
000651,格力电器,2019-03-31 00:00:00,263394762339.76,18132280114.06,113287866794.74,7.7133079898,11140497009.42,30.2931308435,21214752678.66,40.5442895422,168491284000.69,,,10235038693.78,-17.3450392452,94903478339.07,31.4704131355,20.621519404,15.2640936926,125.8955490995,63.9691095237
000651,格力电器,2017-12-31 00:00:00,214987907124.7,17482114255.7,99610976256.82,4.0283722413,5814491641.18,105.8745701479,16568347179.12,83.5847218292,148133201565.19,34552886331.56,16.9645490277,14143038242.58,41.121530675,66854705559.51,21.6598425469,17.8720709402,16.2541737128,116.3151890225,68.9030390343
000651,格力电器,2018-09-30 00:00:00,247522819968.7,17329055459.76,104269795692.01,11.6627259722,6602739787.21,37.178277307,11662456349.15,-11.0950355069,159473767426.28,,,13524560792.51,-52.0193174972,88049052542.42,47.3860534289,12.1414361798,-0.9377315788,124.4447638042,64.4279050499
000651,格力电器,2018-06-30 00:00:00,219066763651.75,17152475198.79,101945480371.83,-3.2020235368,9636871209.07,28.1412544619,13115387542.03,-1.6433627981,139423146909.94,36229817497.57,14.9900239804,2075876609.85,-67.0213391275,79643616741.81,48.7177121642,7.0822027709,-7.6818143506,123.6558734031,63.6441350508
000651,格力电器,2016-12-31 00:00:00,182373990389.46,17681655478.06,95753662304.52,7.8066645684,2824288418.43,-1.9075945559,9024905239.41,-4.7397106646,127421835134.36,29541332496.72,19.1458124633,10021885515.93,31.5277454212,54952155255.1,13.1480184929,12.7841325487,12.6531568978,112.6628312208,69.868425241
000651,格力电器,2018-03-31 00:00:00,218364653041.37,17488154262.39,105175366822.32,-3.7473874557,8550333342.44,40.0476820263,15094709822.62,12.4588287371,146178465993.13,31761438435.5,3.0681300253,12382848652.17,-7.3252654598,72186187048.24,22.4591645307,9.8610582467,4.5496781891,117.8869142125,66.9423663387
000651,格力电器,2017-09-30 00:00:00,220723782752.19,17277720521.72,93379231775.14,-3.9641107897,4813254632.46,36.6137395164,13117891015.03,160.9461852771,160983359222.29,33760114470.1,16.0282646755,28187512321.7,140.0636151093,59740423529.9,17.4519975467,21.472047608,23.034786008,108.8512155561,72.9343060431
000651,格力电器,2017-06-30 00:00:00,204578125947.28,17254049224.05,105317780491.57,5.9307612656,7520506373.64,27.2178965692,13334522117.82,139.8014657549,151024574334.1,31506922290.72,28.9024870076,6294605526.51,36.4762650523,53553551613.18,16.4174696896,18.8780055037,19.7756840636,105.4547120005,73.8224449143
000651,格力电器,2017-03-31 00:00:00,198764381598.2,17430426167.56,109270142432.62,13.487878355,6105301579.24,16.6213232098,13422432006.57,151.2603397666,139817231889.25,30815964573.82,32.5608790188,13361623007.18,-2.6173195782,58947149708.95,13.8983427945,15.3737558681,16.0073099437,111.0642336746,70.3432027233
000651,格力电器,2015-12-31 00:00:00,161698016315.06,15431813077.2,88819798560.53,62.8356438634,2879212111.93,8.1862467305,9473942712.51,10.17367876,113131407737.14,24794268372.47,-7.4320987148,7619598042.86,18.5427375102,48566608577.92,7.6114494235,3.4993500893,1.8289104035,107.3910058079,69.9646231384
000651,格力电器,2016-09-30 00:00:00,181707468589.44,16724391378.63,97233682681.51,15.7013407516,3523258092.12,18.0975044637,5027048393.56,-24.9227501662,130843775525.24,29096457285.22,15.1114795195,11741684515.11,-23.3624870556,50863693064.2,10.677075347,6.7043601182,5.2359455285,106.9099743014,72.0079238024
000651,格力电器,2016-06-30 00:00:00,172090812829.85,16765105244.3,99421338271.59,14.4524031355,5911516049.59,15.5696663409,5560650797.46,-42.4781329975,126089511001.22,24442447172.39,-13.7309904716,4612234606.58,-19.5339296462,46001301828.63,9.2304473311,4.9493035567,3.4697836808,100.8009117943,73.2691704617
000651,格力电器,2016-03-31 00:00:00,172278678199.15,15645265521.69,96283536194.74,21.2008453506,5235150323.46,34.5979401319,5342041652.51,-12.2780208529,120524501393.15,23246650747.88,-9.436736449,13720738584.43,58.3036148378,51754176806.0,7.9856298452,5.9462677928,5.0939994644,107.2469220834,69.9590353566
000651,格力电器,2014-12-31 00:00:00,156230948479.88,14939279647.88,54545673449.14,41.5238441133,2661347628.69,43.9130002499,8599098095.97,-34.4717309816,111099497469.7,26784952481.63,-2.3676112573,6427722358.11,-46.3750228229,45131451010.18,27.5845669462,16.8350215937,12.9685337718,110.8452043706,71.11234909
